Gene,Fold_Difference
M96759_rna1_at,21
M96789_at,4.65
M96803_at,22.4356435643564
M96859_at,17.5660377358491
M96944_at,10.2
M96980_at,24.75
M96982_at,12.6679104477612
M97287_at,14.8892988929889
M97388_at,5.50588235294118
M97496_at,29.9
M97639_at,1
M97675_at,2.35
M97815_at,33.3
M97856_at,8.17004048582996
M97925_rna1_at,8.83464566929134
M97936_at,88.95
M98045_at,77.8
M98343_at,1
M98447_rna1_at,26.9
M98528_at,7.7
M98539_at,6.23949579831933
M98776_rna1_at,6.50202429149798
M98833_at,44.7169811320755
M99063_at,35.2
M99487_at,1
M99564_at,1
M99701_at,12.1301775147929
S34389_at,21.4
S39329_at,6.05
S42303_at,18.8
S42457_at,1.95
S43646_at,17.7551020408163
S45630_at,10.641975308642
S46622_at,18.9032258064516
S48983_at,1.8
S50223_at,43.35
S53911_at,34.7337110481586
S55606_at,10.25
S57235_at,1
S57887_at,5.05
S58544_at,8.85
S58733_at,31.95
S59049_at,116.3
S59184_at,8.1
S61953_at,51.9
S62539_at,19.3
S63912_at,12.2727272727273
S65583_rna1_at,5.98237885462555
S65738_at,149.3
S66431_at,71.9
S66793_at,18.35
S67070_at,73.95
S67156_at,10.5
S67325_at,6.78676470588235
S67798_at,14
S67970_at,5.75
S68616_at,68.5789473684211
S69115_at,103.45
S69189_at,10.15
S69232_at,1.65
S69790_at,4.6
S69965_at,1
S70004_at,4.65
S70348_at,10.7111111111111
S70585_rna1_at,1
S70609_at,45.7
S71018_at,1
S71129_at,17
S71824_at,39.3
S72008_at,6.40952380952381
S72370_at,4.3
S72487_at,40.15
S72869_at,10.65
S72904_at,12.45
S73149_at,4.25041459369818
S73205_at,4.55
S73591_at,27.710332103321
S73813_at,20.9
S74017_at,58.1
S74221_at,5.52631578947368
S74445_at,54.8
S74683_at,19.4
S74728_at,16.15
S75168_rna1_at,28
S75174_at,3.25
S75295_at,14.55
S75313_at,2.6
S75463_at,277.65
S75989_at,20.4
S76067_at,6.65
S76475_at,16.7
S76617_at,118.5
S76965_at,38.2
S76992_at,44.85
S77094_at,1
S77356_at,23.1286173633441
S77361_at,8.2
S77393_at,5.15
S77415_at,11.1025641025641
S77575_at,3.15
S77576_at,7.36274509803922
S77583_at,19.15
S77763_at,232
S77812_at,9.69230769230769
S78085_at,52.7
S78187_at,172.25
S78203_at,10.0769230769231
S78296_at,5.9922480620155
S78432_xpt1_at,21.2
S78569_at,3.2
S78653_at,4.74603174603175
S78723_rna2_at,7.65
S79048_at,12.95
S79267_at,3.98230088495575
S79281_at,5.65
S79522_at,1.56326331216414
S79639_at,34.65
S79781_at,12.5
S79854_at,1
S80050_at,29.9
S80335_at,57.25
S80343_at,26.8
S80562_at,19.8
S81003_at,10.6842105263158
S81083_cds1_at,24.1
S81221_at,1
S81294_at,14.15
S81419_at,10.8478260869565
S81439_at,17.5882352941176
S81578_at,13.15
S81893_at,10.969696969697
S81914_at,151.65
S81916_at,9.65
S81944_at,1
S81957_at,19.9
S82024_at,8.58333333333333
S82075_at,1
S82185_at,7.75
S82198_at,3.27662517289073
S82240_at,5.45
S82470_at,9.73018867924528
S82472_at,2.1
S82592_at,5.2
S83198_at,1
S83249_at,1.5
S83308_at,6.25
S83364_at,11.99
S83365_at,1
S83366_cds1_at,13.952380952381
S83366_cds3_at,7.6
S83549_at,1
S85655_at,57.2
S85963_at,12.95
S87759_at,10.9487179487179
S90469_at,14.8181818181818
S94421_at,1
S95936_at,9.3
U00115_at,83.9
U00238_rna1_at,22.2
U00672_at,36.4
U00921_at,161.6
U00930_at,26.7619047619048
U00943_at,6.792
U00944_at,11.95
U00946_at,4.35
U00951_at,4.9
U00952_at,181.45
U00954_at,1
U00957_at,3.65
U00968_at,38.68
U01038_at,5.43478260869565
U01062_at,18.85
U01102_at,1
U01120_at,22.2
U01147_at,22.1034482758621
U01157_at,18.3
U01160_at,15.25
U01212_at,31.8888888888889
U01317_cds1_at,26.05
U01317_cds6_at,199.75
U01824_at,35.25
U01833_at,13.55
U01877_at,26.45
U01922_at,1
U01923_at,15.8571428571429
U02019_at,21.8
U02020_at,308.15
U02031_at,38.75
U02081_at,55.6
U02082_at,11.15
U02310_at,8.61333333333333
U02493_at,5.49658935879945
U02556_at,7.95652173913043
U02570_at,6.53753753753754
U02609_at,1
U02619_at,66.1
U02632_at,4.49019607843137
U02680_at,17.2
U02687_at,211.75
U03056_at,2.85
U03057_at,295.75
U03090_at,40.15
U03100_at,22.4
U03105_at,7.34355828220859
U03187_at,1
U03270_at,6.65656565656566
U03272_at,3.80869565217391
U03274_at,1
U03398_at,9.07006369426752
U03399_at,12.75
U03486_at,4.61764705882353
U03634_at,26
U03642_at,6.27636363636364
U03644_at,19.35
U03688_at,5.25
U03851_at,11.9428571428571
U03877_at,1.8
U03886_at,11.4
U03891_at,68.15
U03905_at,1
U03911_at,14.1
U04209_at,12.75
U04270_at,20.6
U04313_at,1.55
U04325_cds3_at,9.5
U04343_at,5.94230769230769
U04520_at,14.95
U04735_at,9.3
U04810_at,1
U04811_at,8.17333333333333
U04840_at,15.25
U04847_at,21.5
U04898_at,31.8
U05040_at,4.16167664670659
U05227_at,5.35
U05237_at,21.6796116504854
U05259_rna1_at,410.95
U05291_at,2.84664536741214
U05321_at,2.85
U05340_at,92.55
U05589_at,1
U05659_at,5.88367346938776
U05875_at,99.4
U06088_at,34.35
U06233_at,6.25
U06452_at,9.63265306122449
U06454_at,2.25
U06631_at,100.35
U06632_at,11.9
U06681_at,24.0714285714286
U06698_at,3.55
U06863_at,60.95
U07000_cds4_at,23.8
U07132_at,9.66666666666667
U07151_at,17.1
U07158_at,50.3181818181818
U07223_at,39.05
U07225_at,14.7
U07231_at,15.35
U07349_at,22.65
U07358_at,31.6666666666667
U07418_at,6.81382978723404
U07424_at,32.8686868686869
U07550_at,76.4
U07559_at,7.07575757575758
U07563_cds1_at,31.5
U07620_at,14.25
U07664_at,77.2
U07681_at,9.13008130081301
U07695_at,5.99029126213592
U07794_cds2_at,7.7
U07802_at,62.2077922077922
U07807_at,20.4
U07856_at,2.25
U07857_at,5.68818592640413
U07882_at,5.05
U07919_at,43.2
U08015_at,15.85
U08023_at,14.55
U08049_at,11.3
U08096_at,12.35
U08198_rna1_at,1
U08316_at,23.925
U08336_at,11.0689655172414
U08377_at,22.5
U08438_at,1
U08471_at,1
U08815_at,22.109375
U08989_at,31.5
U08998_at,15.95
U09002_at,23
U09117_at,99.05
U09196_at,114.75
U09210_at,12.65
U09278_at,3.4
U09284_at,69.9
U09303_at,8.62244897959184
U09366_at,19.05
U09367_at,16.85
U09368_at,4.9
U09410_at,6.09022556390977
U09411_at,5.56962025316456
U09412_at,3.92356687898089
U09413_at,7.95
U09414_at,4.65116279069767
U09477_at,3.76470588235294
U09550_at,6.05
U09564_at,7.20138888888889
U09578_at,67.2
U09579_at,89.15
U09584_at,24.35
U09607_at,61.65
U09646_at,7.95
U09759_at,21.8
U09770_at,361.4
U09813_at,4.19680403700589
U09825_at,13.4210526315789
U09848_at,6.65441176470588
U09850_at,50.7
U09860_at,9.1
U09877_at,8.3
U09953_at,2.16157795190489
U10117_at,16.7714285714286
U10323_at,7.27333333333333
U10324_at,54.35
U10362_at,42.25
U10439_at,8.61538461538461
U10485_at,203.65
U10492_at,38.95
U10550_at,15.15
U10685_at,6.7
U10686_at,75.4
U10693_at,5.95
U10868_at,9.42608695652174
U10991_at,32.7
U11036_at,1
U11037_at,11.8536585365854
U11090_at,3.66024096385542
U11292_at,15.6363636363636
U11313_at,18.9
U11690_at,5.2
U11701_at,5.85
U11732_at,63.45
U11791_at,5.67052023121387
U11861_at,2.23173605655931
U11870_rna1_at,35
U11872_at,9.5
U11877_at,33.95
U11878_at,10.55
U12139_at,82.05
U12255_at,7.89352818371608
U12404_at,1.54738878143133
U12465_at,1.86176402141029
U12471_cds1_at,10.6923076923077
U12535_at,2.45
U12595_at,20.45
U12622_at,5.04285714285714
U12775_at,10.55
U12778_at,6.1
U12779_at,16.9235294117647
U12897_at,8.2
U12978_at,1.85
U13044_at,8.75
U13045_at,13.6
U13061_rna1_at,3.9
U13219_at,20.1
U13220_at,15.1
U13369_at,4.4
U13395_at,7.30769230769231
U13616_at,1
U13666_at,23.5
U13680_at,9.85
U13695_at,80.3
U13706_at,42.7
U13737_at,42.1
U13896_at,6.25
U13948_at,12.25
U13991_at,153.35
U14193_at,13.2324159021407
U14383_at,20.35
U14391_at,34.8
U14407_at,4.8
U14417_at,24.6052631578947
U14518_at,10.75
U14528_at,9.25
U14550_at,26.9
U14575_at,7.96503496503496
U14588_at,5.27205882352941
U14603_at,23.1924342105263
U14747_at,10.35
U14910_at,19.6
U14968_at,1.9782393669634
U14969_at,1
U14970_at,2.17953957226536
U14971_at,2.78019113814075
U14972_at,2.22407561857103
U14973_at,1.23724095267553
U15008_at,3.46540235776525
U15009_at,6.71065989847716
U15085_at,235.1
U15128_at,30.2
U15131_at,1
U15172_at,4.10752688172043
U15173_at,49
U15174_at,21.95
U15177_at,13.3193277310924
U15197_at,27.3
U15306_at,15.85
U15422_cds2_at,1
U15460_at,8.1
U15552_at,28.734375
U15555_at,43.45
U15590_at,1
U15655_at,27
U15782_at,5.65182186234818
U15932_at,74.25
U16031_at,32.05
U16126_at,1.35
U16127_at,14.0119047619048
U16129_at,7.65
U16258_at,10.2
U16261_at,8.3
U16282_at,9.88659793814433
U16296_at,25.55
U16306_at,384.7
U16660_at,99.45
U16861_at,25.3
U16954_at,138.95
U16997_at,18.9
U17032_at,2.95
U17033_at,2.75
U17034_at,4.2
U17077_at,7.4
U17163_at,36.95
U17195_at,14
U17280_at,22.8
U17327_at,35.4
U17418_at,40.45
U17566_at,21.7
U17579_rna1_at,12.3636363636364
U17714_at,5.55696202531646
U17760_rna1_at,2.55
U17886_at,37.5
U17894_at,6.4171974522293
U17977_at,1.05
U17989_at,21.1
U18004_at,1
U18009_at,19.3617021276596
U18018_at,29.9
U18062_at,81.5833333333333
U18235_at,2.9
U18237_at,18.3
U18242_at,15.7659574468085
U18244_at,21.3
U18271_cds1_at,20.1
U18288_at,22.1
U18291_at,38.25
U18300_at,4.96984924623116
U18321_at,28.1
U18467_at,12.35
U18543_at,5.57575757575758
U18548_at,115.8
U18549_at,12.8
U18671_rna1_at,27.85
U18914_at,14.9
U18919_at,15.5
U18932_at,1
U18937_at,5.01960784313725
U18985_at,4
U18991_at,1
U19107_rna1_at,5.2
U19142_at,11.55
U19180_at,6.1
U19261_at,16.2582781456954
U19345_at,6.65822784810127
U19487_at,28.35
U19517_at,1
U19523_at,23.35
U19718_at,1
U19796_at,78.85
U19878_at,11.1
U19906_at,9.35
U19948_at,10.7377049180328
U19977_at,11.8720930232558
U20158_at,30.5975609756098
U20230_at,1
U20240_at,28.8
U20285_at,95.45
U20325_at,10.6504854368932
U20350_at,57.7
U20362_at,1.55
U20391_rna6_at,1
U20428_at,40.55
U20530_at,11.3
U20582_at,5.72641509433962
U20647_at,39.8
U20648_at,9.55
U20657_at,8.02688172043011
U20758_rna1_at,8
U20860_at,1
U20908_at,11.616
U20979_at,41.25
U20980_at,1
U20998_at,11.5479115479115
U21049_at,31.95
U21051_rna1_at,9.45
U21090_at,47.7
U21128_at,5.1
U21551_at,10.4827586206897
U21858_at,4.87234042553191
U21931_at,34.7961165048544
U21936_at,10.35
U21943_at,5.95
U22055_at,5.39697802197802
U22233_at,9.2
U22377_at,21.35
U22398_at,15.35
U22526_at,63.2
U22662_at,2.6
U22897_at,8.36979166666667
U22963_at,6.43089430894309
U23028_at,25.5
U23070_at,3.2
U23143_at,6.68316831683168
U23752_at,10.05
U23803_at,82.6470588235294
U23942_at,19.8
U23946_at,57.25
U24105_at,6.33584905660377
U24152_at,6.28739002932551
U24166_at,4.5734664764622
U24169_at,52.85
U24186_at,18.2
U24266_at,40.16
U24576_at,40.95
U24577_at,2.3
U24704_at,54.6
U25029_at,26.36
U25041_at,1
U25128_at,18.85
U25138_at,21.05
U25165_at,12.078431372549
U25182_at,33.9
U25265_at,53.35
U25433_at,12.05
U25435_at,51.35
U25750_at,5.04225352112676
U25789_at,2.56197829716194
U25801_at,13.65
U25826_at,3.5
U25849_at,144.85
U25956_at,109.05
U25997_at,9.2
U26032_at,22
U26174_at,9.7
U26398_at,24.4
U26403_at,13.05
U26591_at,10.5
U26648_at,16.5607476635514
U26710_at,68.5
U26712_at,2.75
U26726_at,1
U26727_at,28.6
U26914_at,19.95
U27109_at,8.2
U27185_at,3.4
U27193_at,5.65
U27330_at,7.32432432432432
U27459_at,15.1
U27655_at,20.25
U27699_at,10.4
U27768_at,12.5
U27831_at,6.39111111111111
U28042_at,22.2
U28043_at,7.75
U28131_at,45.05
U28150_at,15.1
U28249_at,1
U28251_cds2_at,1
U28281_at,22.65
U28368_at,132.95
U28369_at,10.65
U28386_at,19.5882352941176
U28413_at,9.7
U28686_at,7.26511627906977
U28687_at,16.9302325581395
U28727_at,1
U28811_at,65.25
U28831_at,87.3
U28833_at,23.3
U28963_at,4.10727969348659
U29091_at,99.45
U29171_at,76.9677419354839
U29195_at,78.25
U29343_at,13.95
U29589_at,1
U29607_at,6.39958734525447
U29615_at,39.3
U29656_at,4.47389558232932
U29680_at,50.1063829787234
U29700_at,39.6666666666667
U29725_at,22.85
U29953_rna1_at,42.65
U30185_at,1
U30245_at,2.45
U30246_at,18.15
U30255_at,139.2
U30313_at,14.15
U30521_at,53.2380952380952
U30610_at,15.5
U30825_at,19.7056856187291
U30828_at,18.15
U30872_at,8.29113924050633
U30888_at,6.5792507204611
U30894_at,26.3
U30930_at,19.35
U30998_at,11.5
U30999_at,57.3
U31099_at,57.25
U31116_at,7.4
U31120_rna1_at,14.1111111111111
U31176_at,8.95402298850575
U31201_cds1_at,1
U31248_at,9.26315789473684
U31342_at,4.18359375
U31382_at,32.75
U31383_at,70.9130434782609
U31384_at,414.45
U31449_at,4.9
U31501_at,54.6
U31628_at,23.45
U31799_at,1
U31814_at,15.5241379310345
U31875_at,44.3
U31930_at,10.6120689655172
U31986_at,5.95294117647059
U32114_at,5.3
U32315_at,5.95
U32324_at,26.65
U32331_at,7
U32376_at,6.15
U32439_at,19.2
U32519_at,47.4
U32576_rna1_at,17.8
U32581_at,25.85
U32645_at,47.45
U32659_at,16.45
U32680_at,87.15
U32849_at,12.4878048780488
U32907_at,13.8
U32944_at,54.7037037037037
U32989_at,1.15
U33017_at,1
U33053_at,56.65
U33054_at,1.45
U33147_at,68.05
U33267_at,11
U33286_at,11.7809523809524
U33317_rna1_at,14.8
U33429_at,69.35
U33447_at,1
U33761_at,10.65
U33818_at,4.5849582172702
U33821_at,6.11563169164882
U33822_at,36.95
U33837_at,1.75
U33839_at,3.36363636363636
U33849_at,12.6
U33920_at,24.25
U33921_at,17.9
U34038_at,25.95
U34044_at,20.05
U34252_at,72.35
U34343_at,3.78374836173001
U34360_at,5.5
U34605_at,16.075
U34683_at,14.4
U34844_at,13.65
U34877_at,38
U34879_rna1_at,1
U34880_at,51.3
U34962_at,5.69603524229075
U34976_at,7.2
U35048_at,236.95
U35100_at,1
U35113_at,78.85
U35139_at,16.35
U35246_at,14.3
U35340_at,1
U35407_at,3.75
U35451_at,49.1
U35459_at,8
U35735_at,9.55
U36221_at,34.1818181818182
U36448_at,1
U36500_at,26.45
U36501_at,22.1
U36601_at,10.6
U36621_cds2_at,2.55
U36764_at,9.86544342507645
U36787_at,4.16875
U36798_at,9.80952380952381
U36922_at,157.85
U37012_at,5.10309278350515
U37022_rna1_at,24.7323943661972
U37122_at,6.36842105263158
U37139_at,4.82307692307692
U37143_at,8.4
U37219_at,37.6833333333333
U37221_at,7.45
U37248_at,51.2
U37251_at,13.7377049180328
U37283_at,10.15
U37352_at,73.7
U37359_at,14.3
U37408_at,103.55
U37431_at,8.75
U37518_at,56.3
U37519_at,35.1
U37529_at,3.8
U37547_at,53.55
U37673_at,3.6
U37689_at,60.35
U37690_at,4.21763392857143
U37707_at,9.37903225806452
U38175_at,31.1
U38268_at,39.15
U38372_at,2.25
U38480_at,14.75
U38545_at,16.05
U38810_at,2.55
U38846_at,11.773851590106
U38847_at,38.1186440677966
U38864_at,1
U38896_at,6.05
U38904_at,7.75862068965517
U38980_at,5.51845342706503
U39196_at,6.4
U39226_at,8.45
U39231_at,6.2
U39317_at,13.2794117647059
U39318_at,4.17546012269939
U39400_at,19.1346153846154
U39412_at,87.05
U39447_at,2.3
U39487_at,1
U39573_at,57.15
U39576_at,1
U39657_at,1
U39817_at,12
U39840_at,12.75
U39905_at,7.24561403508772
U40038_at,13.55
U40215_at,10.7
U40223_at,28.05
U40282_at,6.08139534883721
U40343_at,20.0632183908046
U40369_rna1_at,190.45
U40370_at,12.5
U40371_at,8.15
U40372_at,1
U40380_at,1
U40391_rna1_at,5.8579766536965
U40434_at,116.35
U40462_at,44.4146341463415
U40490_at,14.4806201550388
U40572_at,16.45
U40622_at,7.15
U40714_at,27.6428571428571
U40990_at,19.2542372881356
U40992_at,8.2
U40998_at,6.65467625899281
U41060_at,20.55
U41344_at,40.4
U41371_at,4.65492957746479
U41387_at,15.4660194174757
U41515_at,53.8333333333333
U41635_at,5.19358533791524
U41668_at,49.3
U41737_at,5.9
U41745_at,7.3
U41763_at,1
U41804_at,17.95
U41813_at,78.15
U41815_at,28.7
U41816_at,19.95
U41898_at,1
U42031_at,93.4
U42359_at,6.95
U42360_cds2_at,11.35
U42387_at,1
U42390_at,16.4
U42408_at,43
U42412_at,4.38141025641026
U43030_at,7.46938775510204
U43077_at,9.04395604395604
U43083_at,18.265306122449
U43142_at,1
U43148_at,10.8214285714286
U43177_at,47
U43279_at,7.6
U43286_at,6.22429906542056
U43292_at,8.88888888888889
U43318_at,22.55
U43328_at,4.7
U43374_at,19.05
U43408_at,5.75
U43431_at,18.4
U43519_at,39.05
U43522_at,35.1351351351351
U43527_at,6.31843575418994
U43586_at,37.15
U43672_at,6.1
U43753_cds2_at,4.47457627118644
U43843_at,11.4
U43885_at,17.3
U43899_at,46.5
U43923_at,3.97916666666667
U43959_at,1
U43965_at,5.04081632653061
U44059_at,5.99159663865546
U44060_at,1
U44111_at,11
U44378_at,6.875
U44429_at,1
U44754_at,15.7083333333333
U44755_at,4.61206896551724
U44772_at,8.40116279069767
U44839_at,5.26032735775526
U44848_at,8.13333333333333
U44975_at,32.601226993865
U45285_at,89.3
U45880_at,16.1
U45955_at,40.2
U45973_at,4.23732718894009
U45974_at,3.34914611005693
U45975_at,3.36324786324786
U45976_at,93.15
U45982_at,3.24565217391304
U45983_at,3.1
U46023_at,3.34545454545455
U46024_at,11.7
U46025_at,4.84315684315684
U46116_at,6.4
U46194_at,10.3666666666667
U46461_at,28.1
U46499_at,155.35
U46569_at,64.2
U46570_at,3.91087169441724
U46571_at,14.4242424242424
U46689_at,12.15
U46692_rna1_at,33.1384615384615
U46751_at,22.0037878787879
U46752_at,3.95
U46767_at,6.7
U46901_at,38.6
U47007_at,6.25
U47011_cds1_at,1.85
U47050_at,17.65
U47054_at,17.95
U47101_at,95.35
U47105_at,9.58333333333333
U47334_at,6.69934640522876
U47414_at,39.85
U47621_at,33
U47634_at,5.15172413793103
U47635_at,12.7254901960784
U47742_at,8.28136882129278
U47926_at,1
U47927_at,65.45
U47928_at,1
U47931_at,7.6417445482866
U48213_at,2.95
U48231_at,18.35
U48250_at,2.9
U48251_at,44.7818181818182
U48263_at,3.94258373205742
U48296_at,8.91477272727273
U48405_at,16.9365079365079
U48408_at,12.979020979021
U48437_at,22.0217391304348
U48697_at,1
U48707_at,4
U48736_at,27.4
U48807_at,29.9
U48861_at,31.1
U48936_at,4.64298724954463
U48959_at,45.95
U49065_at,9.7
U49070_at,21.5696202531646
U49082_at,3.85606060606061
U49089_at,5.98630136986301
U49114_at,1
U49187_at,13.35
U49188_at,69
U49248_at,14.9
U49250_at,30.1
U49260_at,21.75
U49278_at,85.8
U49352_at,38.85
U49379_at,3.4
U49395_at,9.01290322580645
U49436_at,28.0238095238095
U49742_at,20.8
U49785_at,5.92634560906516
U49837_at,72.75
U49844_at,30.6
U49857_at,33.35
U49869_rna1_at,2.27887765275602
U49928_at,6.6
U49973_xpt1_at,4.04901960784314
U49973_xpt2_at,7.9
U50062_at,3.97826086956522
U50078_at,41.6
U50136_rna1_at,10.3524804177546
U50146_at,1.05
U50315_at,57.7
U50330_at,5.6
U50383_at,9.25
U50523_at,10.5031185031185
U50531_at,18.85
U50534_at,20.5
U50535_at,5.17094017094017
U50553_at,19.5818181818182
U50708_at,3.25
U50733_at,7.85770750988142
U50743_at,588.5
U50839_at,25.15
U50928_at,57.6
U50929_at,6.75
U50939_at,13.9152542372881
U50950_at,6.89090909090909
U51004_at,8.57545271629779
U51095_at,9.4
U51096_at,20.45
U51127_at,6.83777239709443
U51166_at,55.45
U51205_at,12.1
U51240_at,676.8
U51241_at,5.83098591549296
U51269_at,55.45
U51334_at,6.44278606965174
U51336_at,4.69757174392936
U51432_at,78.55
U51477_at,6.60498220640569
U51478_at,5.86541353383459
U51561_at,8.65
U51586_at,113.9
U51587_at,34
U51678_at,8.15241635687732
U51711_at,5.75
U51903_at,37.3465346534653
U51920_at,6.3974358974359
U51990_at,6.74311926605505
U52100_at,15.55
U52101_at,47.7692307692308
U52111_rna3_at,16.4
U52111_rna4_at,1
U52112_rna1_at,3.75856164383562
U52112_rna5_at,5.12244897959184
U52152_at,1
U52153_at,3.15
U52154_at,15.35
U52155_at,6.15
U52426_at,93.3
U52427_rna1_at,9.27722772277228
U52513_at,179.05
U52518_at,46.25
U52521_at,17.2758620689655
U52522_at,11.64375
U52682_at,41.65
U52700_at,8.85
U52827_at,6.4
U52830_at,7.5906432748538
U52840_at,1
U52960_at,3.6
U52969_at,10
U53003_at,72.95
U53174_at,5.8
U53209_at,7.98601398601399
U53225_at,14.95
U53347_at,4.94754098360656
U53442_at,9.9
U53445_at,2.95
U53446_at,17.2
U53468_at,11.9
U53476_at,21
U53506_at,4.9
U53786_at,40.5
U53830_at,119.45
U54617_at,6.95
U54778_at,7.2375189107413
U54804_at,30
U54999_at,16.65
U55054_at,12.2
U55206_at,15.95
U55209_at,18.25
U55258_at,38.05
U55764_at,16.8846153846154
U55766_at,20.85
U55853_at,12.65
U55936_at,12.4
U56085_at,9.45
U56102_at,2.85
U56244_at,8.70940170940171
U56417_at,10.5336787564767
U56418_at,9.11340206185567
U56637_at,6.40717299578059
U56814_at,10.8297872340426
U56816_at,90.65
U56833_at,13.3186813186813
U56976_at,1
U56998_at,61.5
U57057_at,5.45
U57092_at,14.5
U57093_at,4.15
U57094_at,28.6190476190476
U57099_at,4.95
U57316_at,55.3
U57317_at,1
U57342_at,5.41713014460512
U57352_at,20.3
U57450_at,22.7777777777778
U57452_at,8.85
U57592_at,97.95
U57629_at,12.4545454545455
U57650_at,10.5697674418605
U57721_at,27.1
U57796_at,7.4
U57877_at,3.96505376344086
U57911_at,54.05
U58032_at,18.7
U58033_at,4.55
U58034_at,10.35
U58048_at,5.54489164086687
U58087_at,84.6
U58089_at,13.4260869565217
U58090_at,17.05
U58091_at,8.25
U58096_at,7.03125
U58130_at,5.5
U58331_at,4.45
U58334_at,4.20183486238532
U58522_at,9.65
U58658_at,24.4
U58681_at,87.05
U58682_at,2.29127881999141
U58766_at,6.16666666666667
U58970_at,11.5785714285714
U59057_at,14.2
U59111_at,14.15
U59228_at,25.75
U59286_at,2.3
U59289_at,11.3
U59302_at,10.3908045977012
U59309_at,14.9253731343284
U59321_at,171.7
U59325_at,2.1
U59423_at,221.5
U59736_at,8.37234042553191
U59748_at,7.6
U59752_at,3.3203125
U59863_at,16.75
U59878_at,11.3604651162791
U59913_at,13.9
U59914_at,7.65
U59919_at,22.15
U60060_at,21.8
U60062_at,26.05
U60115_at,54.1777777777778
U60116_at,11.0188679245283
U60205_at,9.45
U60269_cds1_at,14.35
U60269_cds2_at,4.22689075630252
U60269_cds3_at,13.8032786885246
U60276_at,1
U60319_at,1.35
U60325_at,16.1639344262295
U60415_at,9.7
U60519_at,21.35
U60521_at,7.6
U60644_at,710.95
U60665_at,1
U60666_at,20.25
U60800_at,92.2
U60805_at,3.35
U60873_at,6.55
U60975_at,14.7056737588652
U61145_at,31.1666666666667
U61166_at,7.60504201680672
U61167_at,8.3
U61232_at,16.95
U61234_at,12.9662921348315
U61262_at,6.4
U61263_at,10.8720930232558
U61374_at,7.7
U61538_at,10.8
U61741_at,10.3
U61836_at,117.6
U61849_at,20.45
U62015_at,2.05
U62136_at,17.4
U62317_rna3_at,4.04567541302235
U62317_rna6_at,14.65
U62317_rna7_at,39.95
U62325_at,13.75
U62389_at,18.0740740740741
U62431_at,7.3
U62433_at,37.35
U62437_at,27.45
U62531_at,1
U62739_at,3.68707482993197
U62800_at,1
U62801_at,24.4
U62961_at,13.7
U62962_at,5.95027932960894
U62966_at,15.95
U63090_at,20.65
U63139_at,2.85
U63289_at,4.8
U63295_at,21.95
U63312_at,1
U63329_at,1.05
U63332_at,2.4
U63336_at,26.45
U63455_at,32.35
U63541_at,7.15573770491803
U63542_at,8.8
U63717_at,26
U63743_at,65.3
U63824_at,7.9
U63825_at,214.95
U63842_at,11.3555555555556
U64105_at,5.01151631477927
U64197_at,16.5
U64198_at,2.65
U64444_at,3.80855018587361
U64520_at,10.9
U64675_at,48.75
U64863_at,14.6
U64871_at,4.2
U64998_at,103.15
U65002_at,1.55
U65011_at,24.55
U65092_at,14.9
U65093_at,74.7
U65402_at,119.15
U65404_at,17.85
U65406_rna4_at,7.55
U65410_at,10.1
U65437_rna1_at,3.25
U65579_at,50.4
U65581_at,8.53041362530414
U65676_at,31.8
U65785_at,6.21367521367521
U65928_at,18.6176470588235
U65932_at,128
U66033_at,10.3
U66036_at,10.85
U66048_at,43.95
U66052_at,4.77094972067039
U66059_cds7_at,7.31137724550898
U66075_at,1.9
U66083_at,25.9
U66088_at,29.3
U66198_at,2.2
U66359_at,2.85
U66406_at,56.95
U66464_at,58.15
U66468_at,44.55
U66469_at,24
U66497_at,7.6
U66559_at,42.55
U66561_at,6.4
U66578_at,13.975
U66580_at,1.7
U66581_at,6.05
U66615_at,6.92123287671233
U66616_at,65.6818181818182
U66617_at,3.47630922693267
U66618_at,12.92
U66619_at,1
U66661_at,19.75
U66669_at,8.5
U66702_at,23.25
U66838_at,106.553191489362
U66879_at,4.43356643356643
U67156_at,12.65
U67171_at,460.380952380952
U67191_at,7.1
U67319_at,10.9375
U67369_at,4.47280334728034
U67611_at,4.15
U67614_at,13.35
U67674_at,11.3064516129032
U67733_at,12.45
U67784_at,13.3
U67849_at,10.95
U67934_at,16.5
U67963_at,8
U67988_at,4.15
U68018_at,39.85
U68019_at,40.85
U68030_at,8.4
U68031_at,3.2
U68063_at,17.4083333333333
U68111_at,12.9
U68133_at,5.95
U68142_at,13.5620437956204
U68233_at,60.15
U68385_at,4.25
U68485_at,77.6
U68488_at,9.85
U68494_at,22.4285714285714
U68536_at,12.9
U68566_at,17.0104712041885
U68723_at,43.6
U68727_at,3.45
U69108_at,7.75
U69127_at,13.65
U69141_at,7.22935779816514
U69263_at,12.95
U69546_at,16.0748299319728
U69645_at,28.7674418604651
U69961_at,1
U70063_at,45.65
U70136_at,10
U70321_at,8.31531531531532
U70322_at,15.2117647058824
U70323_at,26.8684210526316
U70370_at,7.15
U70426_at,46.8
U70451_at,125.6
U70660_at,17.2923076923077
U70663_at,48.35
U70671_at,6.93002915451895
U70732_rna1_at,45.75
U70735_at,33.3870967741936
U70862_at,6.8
U70867_at,8.23809523809524
U70981_at,1.85
U70987_at,12.6
U71087_at,12.9
U71088_at,6.55882352941176
U71092_at,1
U71207_at,3.45
U71300_at,11.35
U71364_at,43.65
U71374_at,11.6
U71598_at,30.7
